wals code,name,latitude,longitude,genus,family,subfamily,iso codes
usr,Usarufa,-6.41666666667,145.583333333,Eastern Highlands,Trans-New Guinea,,usa
ute,Ute,39.0,-109.0,Numic,Uto-Aztecan,,ute
uyg,Uyghur,40.0,80.0,Turkic,Altaic,,uig
uzb,Uzbek,39.0,66.0,Turkic,Altaic,,uzs uzn
uzn,Uzbek (Northern),40.6666666667,66.5,Turkic,Altaic,,uzn
vaf,Vafsi,34.6666666667,49.9166666667,Iranian,Indo-European,,vaf
vag,Vagla,9.41666666667,-2.41666666667,Gur,Niger-Congo,,vag
vai,Vai,6.91666666667,-11.25,Western Mande,Niger-Congo,Mande,vai
vas,Vasavi,24.5,71.5,Indic,Indo-European,,vas
vat,Vata,5.83333333333,-5.41666666667,Kru,Niger-Congo,,dic
ved,Vedda,7.0,81.0,Indic,Indo-European,,ved
ven,Venda,-22.0,30.0,Bantoid,Niger-Congo,Benue-Congo,ven
vep,Veps,60.0,35.0,Finnic,Uralic,Finno-Ugric,vep
vie,Vietnamese,10.5,106.5,Viet-Muong,Austro-Asiatic,Mon-Khmer,vie
vif,Vili,-5.5,14.0,Bantoid,Niger-Congo,Benue-Congo,vif
vka,Kariera,-20.5,118.5,Pama-Nyungan,Australian,,vka
vla,Vlaamse Gebarentaal,51.0,4.0,Sign Languages,other,,bvs
vnm,Vinmavis,-16.1666666667,167.416666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,vnm
vot,Votic,59.5,30.0,Finnic,Uralic,Finno-Ugric,vot
wag,Wagiman,-14.0,131.25,Wagiman,Australian,Gunwinyguan,waq
wah,Wahgi,-5.83333333333,144.716666667,Chimbu,Trans-New Guinea,,whg wgi
wai,Wai Wai,1.0,-59.0,Cariban,Cariban,,waw
wak,Wakhi,36.5,72.0,Iranian,Indo-European,,wbl
wal,Walman,-3.21666666667,142.5,Wapei-Palei,Torricelli,,van
wam,Wambaya,-18.6666666667,135.75,West Barkly,Australian,,wmb
wan,Wangkumara,-27.3333333333,143.0,Pama-Nyungan,Australian,,nbx
wao,Waorani,-1.0,-76.5,Waorani,Waorani,,auc
wap,Wappo,38.5,-122.5,Wappo,Wappo-Yukian,,wao
war,Wari',-11.3333333333,-65.0,Chapacura-Wanham,Chapacura-Wanham,,pav
was,Washo,39.25,-120.0,Washo,Washo,,was
wat,Watjarri,-26.0,117.5,Pama-Nyungan,Australian,,wbv
wau,Waunana,4.0,-77.0,Choco,Choco,,noa
way,Wayampi,1.0,-52.0,Tupi-Guaraní,Tupian,,oym
wbn,Wambon,-5.5,140.416666667,Awju-Dumut,Trans-New Guinea,,wms
wbt,Wanman,-22.0,123.0,Pama-Nyungan,Australian,,wbt
wch,Wichí,-22.5,-62.5833333333,Matacoan,Matacoan,,mzh
wdo,Western Desert (Ooldea),-30.5,132.0,Pama-Nyungan,Australian,,
wec,Welsh (Colloquial),52.75,-3.5833,Celtic,Indo-European,,cym
wed,Wedau,-10.1666666667,150.166666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,wed
wel,Welsh,52.0,-3.0,Celtic,Indo-European,,cym
wem,Wembawemba,-35.3333333333,144.0,Pama-Nyungan,Australian,,
wer,Weri,-7.75,146.916666667,Goilalan,Trans-New Guinea,,wer
wet,Wetan,-8.16666666667,128.0,Central Malayo-Polynesian,Austronesian,,lex
wgg,Wangkangurru,-27.0,137.0,Pama-Nyungan,Australian,,wgg
wgl,Waigali,35.0,71.25,Indic,Indo-European,,wbk
wgu,Warrungu,-18.0,145.0,Pama-Nyungan,Australian,,wrg
wic,Wichita,33.3333333333,-97.3333333333,Caddoan,Caddoan,,wic
wik,Wikchamni,36.4166666667,-119.083333333,Yokuts,Penutian,,yok
win,Wintu,41.0,-122.5,Wintuan,Penutian,,wit
wir,Wirangu,-32.0,134.0,Pama-Nyungan,Australian,,wiw
wiy,Wiyot,40.8333333333,-124.166666667,Wiyot,Algic,,wiy
wkw,Wagawaga,-26.5,152.5,Pama-Nyungan,Australian,,wkw
wlf,Wolof,15.25,-16.0,Northern Atlantic,Niger-Congo,Atlantic,wol
wll,Wallisian,-13.3,-176.2,Oceanic,Austronesian,Eastern Malayo-Polynesian,wls
wlm,Walmatjari,-19.5,125.75,Pama-Nyungan,Australian,,wmt
wlo,Wolio,-5.5,122.75,Sulawesi,Austronesian,,wlo
wlw,Warluwara,-22.0,138.5,Pama-Nyungan,Australian,,wrb
wly,Wolaytta,6.83333333333,37.75,North Omotic,Afro-Asiatic,Omotic,wal
wma,West Makian,0.5,127.583333333,North Halmaheran,West Papuan,,mqs
wme,Wambule,29.25,85.9166666667,Bodic,Sino-Tibetan,Tibeto-Burman,wme
wmn,Wéménugbé,6.66666666667,2.5,Kwa,Niger-Congo,,wem
wmu,Wik Munkan,-13.9166666667,141.75,Pama-Nyungan,Australian,,wim
wn,Wik Ngathana,-13.9166666667,141.5,Pama-Nyungan,Australian,,wig
wna,Wan,7.83333333333,-5.86666666667,Eastern Mande,Niger-Congo,Mande,wan
wnb,Winnebago,43.5,-88.5,Siouan,Siouan,,win
wnt,Wantoat,-6.16666666667,146.5,Finisterre-Huon,Trans-New Guinea,,wnc
wob,Wobe,7.41666666667,-7.33333333333,Kru,Niger-Congo,,wob
wog,Wogamusin,-4.25,142.333333333,Upper Sepik,Sepik,,wog
woi,Woisika,-8.25,124.833333333,Greater Alor,Timor-Alor-Pantar,,woi
wol,Woleaian,7.33333333333,143.833333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,woe
wom,Womo,-2.91666666667,141.833333333,Serra Hills,Skou,,
wor,Worora,-15.6666666667,124.666666667,Wororan,Australian,,unp
wps,Wapishana,2.66666666667,-60.0,Arawakan,Arawakan,,wap
wra,Warao,9.33333333333,-61.6666666667,Warao,Warao,,wba
wrb,Warrnambool,-38.25,142.5,Pama-Nyungan,Australian,,
wrd,Wardaman,-15.5,131.0,Yangmanic,Australian,Gunwinyguan,wrr
wrg,Warrgamay,-18.5833333333,146.083333333,Pama-Nyungan,Australian,,wgy
wrk,Warekena,1.5,-67.5,Arawakan,Arawakan,,gae
wrl,Warlpiri,-20.0,132.333333333,Pama-Nyungan,Australian,,wbp
wrm,Warembori,-1.66666666667,137.583333333,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian,wsa
wrn,Warndarang,-14.4166666667,135.583333333,Maran,Australian,,wnd
wrp,Waropen,-2.33333333333,136.583333333,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian,wrp
wrs,Waris,-3.16666666667,141.0,Border,Border,,wrs
wru,Warumungu,-19.5,134.5,Pama-Nyungan,Australian,,wrm
wrw,Warrwa,-17.5,123.5,Nyulnyulan,Australian,,wwr
wry,Waray (in Australia),-13.1666666667,131.25,Waray,Australian,Gunwinyguan,wrz
wsk,Waskia,-4.5,146.0,Madang,Trans-New Guinea,,wsk
wth,Wathawurrung,-38.0,144.0,Pama-Nyungan,Australian,,
wtm,Watam,-3.91666666667,144.5,Lower Ramu,Lower Sepik-Ramu,,wax
wuc,Wu (Changzhou),31.6666666667,119.916666667,Chinese,Sino-Tibetan,,wuu
wur,Waurá,-13.0,-53.0,Arawakan,Arawakan,,wau
wwa,Waama,10.5833333333,1.66666666667,Gur,Niger-Congo,,wwa
wwr,Woiwurrung,-37.5,145.5,Pama-Nyungan,Australian,,
wwy,Waray-Waray,12.0,125.0,Meso-Philippine,Austronesian,,war
wya,Wyandot,44.3333333333,-77.5,Northern Iroquoian,Iroquoian,,wya
wyn,Wayana,3.25,-54.1666666667,Cariban,Cariban,,way
xam,/Xam,-31.0,21.0,Southern Khoisan,Khoisan,,xam
xar,Xârâcùù,-21.6666666667,166.0,Oceanic,Austronesian,Eastern Malayo-Polynesian,ane
xas,Xasonga,14.25,-10.5,Western Mande,Niger-Congo,Mande,kao
xav,Xavánte,-15.0,-52.5,Ge-Kaingang,Macro-Ge,,xav
xbi,Kombio,-3.5,142.75,Kombio-Arapesh,Torricelli,,xbi
xer,Xerénte,-10.0,-48.1666666667,Ge-Kaingang,Macro-Ge,,xer
xho,Xhosa,-32.0,27.0,Bantoid,Niger-Congo,Benue-Congo,xho
xia,Xiamen,24.5,118.166666667,Chinese,Sino-Tibetan,,nan
xns,Kanashi,32.0833333333,77.25,Bodic,Sino-Tibetan,Tibeto-Burman,xns
xok,Xokleng,-24.5,-50.0,Ge-Kaingang,Macro-Ge,,xok
xoo,!Xóõ,-24.0,21.5,Southern Khoisan,Khoisan,,nmn
xsm,Kàsim,11.0,-1.33333333333,Gur,Niger-Congo,,xsm
xun,!Xun (Ekoka),-19.6666666667,18.0,Northern Khoisan,Khoisan,,knw
yag,Yagua,-3.5,-72.0,Peba-Yaguan,Peba-Yaguan,,yad
yah,Yahgan,-55.0,-68.0,Yámana,Yámana,,yag
yak,Yaka,-7.0,17.5,Bantoid,Niger-Congo,Benue-Congo,yaf
yal,Yale (Kosarek),-4.08333333333,139.5,Mek,Trans-New Guinea,,kkl
yam,Yaminahua,-8.0,-73.0,Panoan,Panoan,,yaa
yan,Yana,40.5,-122.0,Yana,Hokan,,ynn
yao,Yao (in Malawi),-14.5,35.5,Bantoid,Niger-Congo,Benue-Congo,yao
yap,Yapese,9.58333333333,138.166666667,Yapese,Austronesian,,yap
yaq,Yaqui,27.5,-110.25,Cahita,Uto-Aztecan,,yaq
yar,Yareba,-9.5,148.5,Yareban,Yareban,,yrb
yav,Yavapai,34.0,-113.333333333,Yuman,Hokan,,yuf
yaw,Yawa,-1.75,136.25,Yawa,Yawa,,yva
yay,Yay,22.4166666667,104.75,Kam-Tai,Tai-Kadai,,pcc
yaz,Yazgulyam,38.5,71.5,Iranian,Indo-European,,yah
yba,Yamba,6.41666666667,11.0833333333,Bantoid,Niger-Congo,Benue-Congo,yam
ybi,Yamphu,27.5833333333,87.3333333333,Bodic,Sino-Tibetan,Tibeto-Burman,ybi
ych,Yup'ik (Chevak),61.5,-165.75,Eskimo,Eskimo-Aleut,,esu
ycn,Yucuna,-0.75,-71.0,Arawakan,Arawakan,,ycn
yct,Yucatec,20.0,-89.0,Mayan,Mayan,,yua
ydb,Yiddish (Bessarabian),47.0,28.5,Germanic,Indo-European,,ydd
ydd,Yiddish,52.0,23.0,Germanic,Indo-European,,yih ydd
ydl,Yiddish (Lodz),51.75,19.4166666667,Germanic,Indo-European,,ydd
yei,Yei,-7.91666666667,140.916666667,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,,jei
yel,Yelî Dnye,-11.3666666667,154.166666667,Yele,Yele,,yle
yem,Yemba,5.41666666667,10.0833333333,Bantoid,Niger-Congo,Benue-Congo,ybb
yes,Yessan-Mayo,-4.16666666667,142.583333333,Tama Sepik,Sepik,,yss
yey,Yeyi,-20.0,23.5,Bantoid,Niger-Congo,Benue-Congo,yey
ygd,Yag Dii,8.0,14.0,Adamawa,Niger-Congo,Adamawa-Ubangi,dur
ygn,Yaghnobi,39.0,69.0,Iranian,Indo-European,,yai
ygr,Yagaria,-6.33333333333,145.416666667,Eastern Highlands,Trans-New Guinea,,ygr
yi,Yi,24.0,104.0,Burmese-Lolo,Sino-Tibetan,Tibeto-Burman,iii
yid,Yidiny,-17.0,145.75,Pama-Nyungan,Australian,,yii
yil,Yil,-3.53333333333,142.15,Wapei-Palei,Torricelli,,yll
yim,Yimas,-4.66666666667,143.55,Lower Sepik,Lower Sepik-Ramu,,yee
yin,Yindjibarndi,-21.75,117.916666667,Pama-Nyungan,Australian,,yij
yir,Yir Yiront,-14.8333333333,141.833333333,Pama-Nyungan,Australian,,yiy
yki,Yuki,39.6666666667,-123.5,Yukian,Wappo-Yukian,,yuk
ykm,Yakoma,4.41666666667,18.4166666667,Ubangi,Niger-Congo,Adamawa-Ubangi,yky
ykn,Yakan,6.5,122.0,Sama-Bajaw,Austronesian,,yka
yko,Yukaghir (Kolyma),65.75,150.833333333,Yukaghir,Yukaghir,,yux
ykp,Yukpa,10.1666666667,-72.75,Cariban,Cariban,,yup
ykt,Yakut,62.0,130.0,Turkic,Altaic,,sah
ylb,Yulparija,-21.0,124.0,Pama-Nyungan,Australian,,mpj
yli,Yali,-4.0,139.333333333,Dani,Trans-New Guinea,,yli
ylm,Yelmek,-7.66666666667,139.166666667,Bulaka River,Bulaka River,,jel
ylr,Yalarnnga,-22.0,140.0,Pama-Nyungan,Australian,,ylr
ylt,Yiddish (Lithuanian),55.0,25.0,Germanic,Indo-European,,ydd
ymd,Yamdena,-7.5,131.5,Central Malayo-Polynesian,Austronesian,,jmd
ymi,Yami,22.0,121.5,Northern Philippines,Austronesian,,tao
yms,Yemsa,7.83333333333,37.3333333333,North Omotic,Afro-Asiatic,Omotic,jnj
yna,Yupik (Naukan),66.0,-172.0,Eskimo,Eskimo-Aleut,,ynk
yng,Yingkarta,-25.1666666667,114.833333333,Pama-Nyungan,Australian,,yia
ynk,Yankuntjatjara,-27.0,132.0,Pama-Nyungan,Australian,,kdd
ynm,Yanomámi,2.33333333333,-63.0,Yanomam,Yanomam,,wca
yns,Yansi,-3.83333333333,18.0,Bantoid,Niger-Congo,Benue-Congo,yns
yny,Yanyuwa,-16.4166666667,137.166666667,Pama-Nyungan,Australian,,jao
yok,Yokuts (Yaudanchi),36.0833333333,-119.083333333,Yokuts,Penutian,,yok
yor,Yoruba,8.0,4.33333333333,Defoid,Niger-Congo,Benue-Congo,yor
ypk,Yup'ik (Central),59.5,-160.0,Eskimo,Eskimo-Aleut,,esu
yqy,Yaqay,-6.58333333333,139.25,Marind Proper,Marind,,jaq
yrc,Yuracare,-16.5833333333,-65.25,Yuracare,Yuracare,,yuz
yrm,Yurimangí,3.83333333333,-77.0,Yurimangí,Yurimangí,,
yrr,Yaruro,7.0,-68.0,Yaruro,Yaruro,,yae
yrt,Yuruti,1.0,-70.4166666667,Tucanoan,Tucanoan,,yui
ysi,Yupik (Sirenik),64.5,-174.0,Eskimo,Eskimo-Aleut,,ysr
ysl,Yupik (St. Lawrence Island),63.5,-170.5,Eskimo,Eskimo-Aleut,,ess
yta,Yurt Tatar,46.3333333333,48.5,Turkic,Altaic,,nog
ytu,Yukaghir (Tundra),69.0,155.0,Yukaghir,Yukaghir,,ykg
yuc,Yuchi,35.75,-86.75,Yuchi,Yuchi,,yuc
yug,Yugh,61.0,90.0,Yeniseian,Yeniseian,,yuu
yuk,Yukulta,-17.3333333333,138.833333333,Tangkic,Australian,,gcd
yul,Yulu,8.5,25.25,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic,yul
yun,Yup'ik (Norton Sound),64.0,-161.0,Eskimo,Eskimo-Aleut,,esu
yur,Yurok,41.3333333333,-124.0,Yurok,Algic,,yur
yus,Yupik (Siberian),65.0,-173.0,Eskimo,Eskimo-Aleut,,ess
yuw,Yuwaalaraay,-29.5,148.0,Pama-Nyungan,Australian,,kld
ywl,Yawelmani,35.4166666667,-119.0,Yokuts,Penutian,,yok
ywr,Yawuru,-18.0,122.5,Nyulnyulan,Australian,,ywr
yyg,Yaygir,-29.6666666667,153.0,Pama-Nyungan,Australian,,
yyo,Yorta Yorta,-36.0,146.0,Pama-Nyungan,Australian,,
yzv,Yazva,65.0,55.0,Finnic,Uralic,Finno-Ugric,kpv
zag,Beria,16.0,23.0,Eastern Saharan,Nilo-Saharan,Saharan,zag
zai,Zapotec (Isthmus),16.416667,-95.0,Zapotecan,Oto-Manguean,,zai
zaj,Zapotec (Juárez),17.5,-96.5833333333,Zapotecan,Oto-Manguean,,zaa
zam,Zapotec (Mixtepec),16.3333333333,-96.3333333333,Zapotecan,Oto-Manguean,,zpm
zan,Zande,4.0,26.0,Ubangi,Niger-Congo,Adamawa-Ubangi,zne
zap,Zapotec (Mitla),16.8,-96.25,Zapotecan,Oto-Manguean,,zaw
zaq,Zapotec (Quiegolani),16.1666666667,-96.0833333333,Zapotecan,Oto-Manguean,,zpi
zar,Zarma,13.8333333333,2.16666666667,Songhay,Nilo-Saharan,,dje
zay,Zayse,5.91666666667,37.3333333333,North Omotic,Afro-Asiatic,Omotic,zay
zaz,Zazaki,39.0,41.0,Iranian,Indo-European,,diq
zch,Zoque (Chimalapa),16.75,-94.75,Mixe-Zoque,Mixe-Zoque,,zoh
zen,Zenaga,17.3333333333,-16.0,Berber,Afro-Asiatic,,zen
zfl,Zoque (Francisco León),17.3333333333,-93.25,Mixe-Zoque,Mixe-Zoque,,zos
zha,Zhang-Zhung,31.5833333333,78.4166666667,Bodic,Sino-Tibetan,Tibeto-Burman,jna
zhn,Zhuang (Northern),24.0,108.0,Kam-Tai,Tai-Kadai,,zgb
zim,Zimakani,-7.43333333333,141.433333333,Marind Proper,Marind,,zik
zno,Zulu (Northern),-28.0,31.0,Bantoid,Niger-Congo,Benue-Congo,zul
zpi,Zapotec (Ixtlan),17.25,-96.5,Zapotecan,Oto-Manguean,,zpd
zpr,Zaparo,-2.0,-76.3333333333,Zaparoan,Zaparoan,,zro
zqc,Zoque (Copainalá),17.0,-93.25,Mixe-Zoque,Mixe-Zoque,,zoc
zqo,Zoque (Ostuacan),17.4166666667,-93.3,Mixe-Zoque,Mixe-Zoque,,zoc
zqr,Zoque (Rayon),17.0833333333,-93.0,Mixe-Zoque,Mixe-Zoque,,zor
zqs,Zoque (Soteapan),18.3333333333,-95.1666666667,Mixe-Zoque,Mixe-Zoque,,poi
zso,Zulu (Southern),-31.0,30.0,Bantoid,Niger-Congo,Benue-Congo,zul
zsq,Zapotec (San Lucas Quiaviní),16.9,-96.4666666667,Zapotecan,Oto-Manguean,,zab
zte,Zapotec (Texmelucan),16.5,-97.1666666667,Zapotecan,Oto-Manguean,,zpz
zul,Zulu,-30.0,30.0,Bantoid,Niger-Congo,Benue-Congo,zul
zun,Zuni,35.0833333333,-108.833333333,Zuni,Zuni,,zun
zya,Zapotec (Yatzachi),17.2,-96.2,Zapotecan,Oto-Manguean,,zav
zzo,Zapotec (Zoogocho),17.25,-96.25,Zapotecan,Oto-Manguean,,zpq
